Time, gx1, gy1, gz1, gx2, gy2, gz2, ax1, ay1, az1, ax2, ay2, az2
1603, 1.56, 0.85, 0.96, 3.68, 1.94, 1.22, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1611, 1.59, 0.89, 0.86, 3.46, 1.93, 1.28, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
1618, 1.71, 0.82, 0.77, 3.73, 1.87, 0.98, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1625, 1.88, 0.75, 0.82, 3.67, 1.93, 1.15, -0.04, -1.04, 0.03, -0.02, -1.05, 0.03, 
1633, 1.62, 0.83, 0.88, 3.26, 1.65, 1.29, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1639, 1.64, 0.91, 0.74, 3.77, 1.85, 1.08, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1648, 1.61, 0.82, 0.85, 3.43, 1.69, 1.09, -0.04, -1.03, 0.03, -0.03, -1.03, 0.03, 
1655, 1.83, 0.90, 0.67, 3.54, 1.64, 1.08, -0.04, -1.02, 0.03, -0.03, -1.03, 0.04, 
1661, 1.77, 0.93, 0.81, 3.54, 1.69, 1.18, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
1669, 1.67, 0.90, 0.68, 3.12, 1.88, 1.09, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
1676, 1.72, 1.09, 0.77, 3.32, 1.83, 1.33, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1684, 1.71, 0.89, 0.57, 3.36, 1.80, 1.22, -0.04, -1.02, 0.05, -0.03, -1.02, 0.04, 
1691, 1.37, 0.97, 0.66, 3.89, 1.91, 1.23, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1698, 1.31, 0.79, 0.55, 3.13, 1.92, 1.08, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1706, 1.56, 0.98, 0.60, 3.68, 1.88, 0.99, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
1712, 1.57, 0.78, 0.75, 3.88, 1.81, 1.21, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
1720, 1.72, 0.77, 0.71, 3.54, 1.76, 1.30, -0.04, -1.03, 0.04, -0.03, -1.03, 0.03, 
1728, 1.74, 0.76, 0.52, 4.27, 1.80, 0.90, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
1734, 1.86, 0.96, 0.73, 3.67, 1.72, 1.26, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
1742, 1.88, 0.80, 0.71, 3.53, 2.13, 1.30, -0.04, -1.03, 0.04, -0.02, -1.04, 0.03, 
1749, 1.82, 0.91, 0.67, 3.72, 1.94, 1.23, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
1757, 2.07, 0.95, 0.83, 3.38, 1.90, 1.14, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
1764, 1.84, 1.13, 0.67, 3.43, 1.96, 1.20, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1771, 1.89, 1.08, 0.63, 3.38, 1.82, 1.00, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1779, 1.85, 1.06, 0.57, 3.17, 1.74, 0.97, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1785, 1.85, 0.95, 0.66, 3.64, 1.87, 0.83, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
1793, 1.94, 0.73, 0.81, 3.58, 1.93, 0.94, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
1801, 1.93, 0.97, 0.69, 3.16, 1.66, 1.15, -0.04, -1.02, 0.02, -0.02, -1.02, 0.04, 
1807, 2.04, 0.86, 0.84, 3.43, 1.62, 1.09, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1815, 2.07, 0.88, 0.90, 3.52, 1.84, 1.02, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
1822, 1.92, 0.96, 0.78, 3.67, 1.93, 1.03, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
1830, 1.81, 0.95, 0.80, 3.49, 1.69, 0.75, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1837, 1.69, 0.92, 0.67, 3.70, 1.56, 0.90, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1843, 1.62, 0.96, 0.76, 3.47, 1.76, 1.28, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1852, 1.60, 0.72, 0.76, 3.54, 1.69, 1.16, -0.04, -1.02, 0.03, -0.03, -1.03, 0.04, 
1858, 1.54, 0.94, 0.85, 3.86, 1.85, 0.96, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
1866, 1.70, 0.85, 0.85, 3.80, 1.89, 1.09, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
1874, 1.63, 0.88, 0.78, 3.40, 1.69, 1.00, -0.04, -1.03, 0.03, -0.02, -1.03, 0.05, 
1880, 1.59, 0.81, 0.55, 3.41, 1.85, 1.10, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
1888, 1.58, 0.92, 0.65, 3.57, 1.95, 1.08, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1895, 1.62, 0.76, 0.57, 3.60, 2.00, 0.89, -0.04, -1.04, 0.03, -0.02, -1.05, 0.03, 
1903, 1.67, 0.81, 0.49, 3.54, 1.85, 1.15, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
1910, 1.67, 0.79, 0.72, 3.55, 1.94, 1.17, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
1916, 1.70, 0.87, 0.39, 3.15, 1.83, 1.04, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
1925, 1.79, 0.96, 0.48, 3.40, 2.00, 1.30, -0.04, -1.03, 0.03, -0.03, -1.03, 0.03, 
1931, 1.43, 0.81, 0.60, 3.23, 1.56, 1.16, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
1939, 1.91, 0.98, 0.39, 3.33, 1.64, 1.24, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1947, 1.99, 0.96, 0.27, 3.47, 1.81, 1.21, -0.04, -1.02, 0.04, -0.02, -1.02, 0.04, 
1953, 1.97, 0.94, 0.39, 3.05, 1.77, 1.46, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1961, 1.74, 1.27, 0.40, 3.48, 1.92, 1.40, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1967, 1.71, 1.09, 0.37, 3.50, 1.67, 1.30, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
1976, 1.56, 0.88, 0.33, 3.50, 1.91, 1.30, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
1983, 1.69, 1.00, 0.32, 3.57, 1.82, 1.37, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
1989, 1.79, 0.89, 0.26, 3.71, 1.89, 1.19, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
1998, 1.81, 0.77, 0.39, 3.45, 1.79, 1.30, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2004, 1.86, 0.61, 0.54, 3.55, 1.81, 1.49, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2012, 1.79, 0.75, 0.42, 3.26, 1.79, 1.26, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2019, 2.20, 0.82, 0.45, 3.56, 1.81, 1.19, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2026, 1.67, 1.09, 0.39, 4.03, 1.86, 0.87, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2034, 1.75, 0.98, 0.50, 3.76, 1.92, 0.96, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2040, 1.81, 0.81, 0.42, 3.48, 1.67, 0.92, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2049, 1.55, 1.08, 0.60, 4.10, 1.76, 1.02, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2056, 1.93, 0.78, 0.37, 3.47, 1.92, 1.13, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2062, 1.82, 0.83, 0.71, 3.47, 1.67, 1.18, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2070, 1.55, 0.77, 0.68, 3.33, 1.56, 1.07, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2077, 1.82, 0.86, 0.60, 3.30, 1.77, 0.97, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2085, 1.75, 1.02, 0.60, 3.72, 1.79, 0.88, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2092, 1.83, 0.68, 0.73, 3.54, 1.82, 1.08, -0.04, -1.02, 0.04, -0.02, -1.02, 0.04, 
2099, 1.98, 0.81, 0.64, 3.89, 1.86, 1.01, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2107, 1.70, 0.88, 0.66, 3.67, 1.79, 0.88, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2113, 1.73, 0.92, 0.41, 3.84, 1.95, 1.02, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
2121, 1.70, 0.80, 0.72, 3.57, 1.87, 1.02, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
2129, 1.87, 0.83, 0.69, 3.54, 1.99, 1.18, -0.04, -1.03, 0.04, -0.02, -1.03, 0.04, 
2135, 1.83, 0.81, 0.68, 3.96, 1.91, 0.74, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2143, 1.50, 0.85, 0.41, 3.68, 1.71, 0.90, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2150, 1.69, 0.95, 0.61, 3.26, 1.78, 1.16, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2158, 1.75, 0.78, 0.71, 3.50, 1.82, 1.12, -0.04, -1.04, 0.04, -0.02, -1.04, 0.02, 
2165, 1.71, 1.11, 0.46, 3.37, 1.67, 1.02, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2172, 1.81, 0.84, 0.54, 3.70, 1.80, 1.11, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2180, 1.95, 1.02, 0.30, 3.65, 1.84, 1.01, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2186, 1.73, 0.95, 0.43, 3.38, 1.71, 1.14, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2194, 1.50, 0.93, 0.39, 3.56, 1.89, 0.95, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2202, 1.89, 0.90, 0.52, 3.09, 1.89, 1.16, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2208, 1.69, 0.80, 0.47, 3.62, 1.76, 1.21, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2216, 1.92, 0.96, 0.33, 3.17, 1.54, 1.31, -0.04, -1.02, 0.03, -0.03, -1.03, 0.04, 
2223, 1.71, 0.84, 0.51, 3.19, 1.49, 1.30, -0.04, -1.02, 0.05, -0.03, -1.02, 0.04, 
2231, 1.60, 0.81, 0.39, 3.10, 1.55, 1.42, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
2238, 1.58, 0.80, 0.44, 3.22, 1.93, 1.33, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2245, 1.73, 1.00, 0.48, 3.59, 1.72, 1.24, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2253, 1.74, 0.83, 0.43, 3.54, 1.97, 1.32, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
2259, 1.62, 0.81, 0.27, 3.95, 1.93, 1.21, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2267, 1.60, 0.86, 0.35, 3.37, 1.74, 1.39, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
2275, 1.49, 0.88, 0.57, 4.02, 1.83, 1.25, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2281, 1.46, 1.01, 0.32, 3.58, 1.82, 1.14, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2289, 1.52, 1.09, 0.39, 3.72, 1.76, 1.27, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2296, 1.52, 0.95, 0.60, 4.10, 1.88, 1.34, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2304, 1.71, 0.83, 0.51, 3.42, 2.07, 1.05, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2311, 1.55, 0.59, 0.66, 3.59, 1.71, 1.17, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2317, 1.82, 0.66, 0.65, 3.10, 1.71, 1.20, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2326, 1.97, 1.12, 0.61, 3.49, 1.77, 1.18, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2332, 2.12, 1.09, 0.73, 3.49, 1.92, 1.15, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2340, 1.95, 0.81, 0.74, 3.49, 1.76, 1.09, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2348, 1.97, 0.92, 0.73, 3.49, 1.73, 1.03, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
2354, 2.01, 0.77, 0.76, 3.68, 1.92, 1.16, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
2362, 2.13, 1.02, 0.93, 3.49, 1.76, 0.81, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
2368, 1.86, 0.85, 0.81, 3.49, 1.78, 1.22, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
2377, 1.93, 1.11, 0.95, 3.47, 1.79, 0.88, -0.04, -1.02, 0.05, -0.02, -1.02, 0.04, 
2384, 1.82, 0.81, 0.81, 3.54, 1.77, 1.00, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
2390, 1.65, 0.62, 0.81, 3.26, 1.79, 0.90, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
2399, 1.94, 0.91, 0.81, 3.33, 1.84, 0.95, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
2405, 1.96, 0.71, 0.86, 3.44, 1.88, 1.00, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2413, 1.72, 0.99, 0.79, 3.42, 1.81, 1.03, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2420, 1.83, 0.74, 0.93, 3.40, 1.93, 0.93, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2427, 1.73, 0.83, 0.84, 3.47, 1.87, 1.07, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2435, 1.79, 0.73, 0.84, 3.40, 1.82, 0.95, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2441, 1.72, 0.94, 0.79, 3.30, 1.73, 1.09, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2450, 1.66, 0.98, 0.71, 3.45, 1.79, 1.24, -0.04, -1.03, 0.04, -0.02, -1.04, 0.03, 
2457, 1.69, 0.62, 0.61, 3.66, 1.89, 1.08, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2463, 1.94, 0.76, 0.68, 3.69, 2.07, 1.05, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2471, 1.75, 0.76, 0.75, 3.46, 1.64, 1.02, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2478, 1.73, 0.97, 0.61, 3.41, 1.61, 1.16, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
2486, 1.65, 0.87, 0.55, 3.55, 1.89, 1.20, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
2493, 1.61, 0.73, 0.72, 3.75, 1.80, 1.34, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2500, 1.79, 0.82, 0.58, 3.60, 1.86, 1.32, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2508, 1.59, 0.71, 0.60, 3.70, 1.84, 1.24, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2514, 1.37, 0.89, 0.72, 3.59, 1.79, 1.37, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
2523, 1.62, 0.76, 0.67, 3.70, 2.03, 1.12, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2530, 1.68, 0.76, 0.53, 3.90, 1.95, 1.22, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
2536, 1.66, 1.05, 0.80, 3.66, 1.94, 1.02, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
2544, 1.52, 0.69, 0.61, 3.62, 1.88, 1.22, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2552, 1.61, 0.66, 0.64, 3.72, 1.84, 1.20, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2558, 1.65, 0.96, 0.64, 3.93, 1.74, 1.13, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2566, 1.65, 0.91, 0.39, 3.92, 1.56, 0.99, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2573, 1.71, 0.79, 0.86, 3.51, 1.85, 1.18, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2581, 1.72, 0.87, 0.74, 3.49, 1.82, 1.19, -0.04, -1.03, 0.03, -0.03, -1.03, 0.03, 
2588, 1.86, 0.87, 0.52, 3.56, 1.97, 1.10, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2595, 1.99, 1.01, 0.55, 3.29, 1.80, 1.13, -0.04, -1.03, 0.03, -0.02, -1.02, 0.03, 
2603, 1.87, 0.90, 0.60, 3.50, 1.86, 1.08, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2609, 1.75, 0.97, 0.81, 3.45, 1.80, 0.82, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
2617, 1.63, 1.01, 0.78, 3.47, 1.86, 1.03, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2625, 1.68, 1.09, 0.91, 3.24, 1.91, 1.33, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2631, 1.99, 0.84, 0.92, 3.33, 1.94, 1.34, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2639, 1.71, 0.90, 0.87, 3.39, 1.42, 1.18, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2646, 1.62, 0.73, 0.80, 3.14, 1.76, 1.04, -0.04, -1.02, 0.03, -0.03, -1.03, 0.04, 
2654, 1.38, 0.77, 0.81, 2.99, 2.04, 1.17, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
2661, 1.57, 0.61, 0.81, 3.40, 1.98, 1.37, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2667, 1.65, 0.76, 0.69, 3.16, 1.92, 1.31, -0.04, -1.02, 0.03, -0.03, -1.02, 0.03, 
2676, 1.50, 0.78, 0.56, 3.69, 1.90, 0.98, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
2682, 1.40, 0.55, 0.65, 3.52, 1.92, 1.27, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2690, 1.38, 0.62, 0.69, 3.82, 1.83, 1.00, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2698, 1.63, 0.95, 0.74, 3.60, 1.89, 1.22, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2704, 1.58, 0.88, 0.66, 3.90, 1.80, 1.10, -0.04, -1.04, 0.04, -0.02, -1.04, 0.03, 
2712, 1.63, 0.77, 0.67, 3.50, 1.78, 1.23, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2718, 1.69, 0.82, 0.83, 3.69, 1.69, 1.01, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2727, 1.74, 0.76, 0.58, 3.69, 1.66, 1.14, -0.04, -1.04, 0.03, -0.02, -1.04, 0.03, 
2734, 1.61, 0.96, 0.57, 3.48, 1.75, 1.05, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2740, 1.69, 0.81, 0.86, 3.05, 1.87, 1.31, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2749, 1.92, 0.85, 0.54, 3.65, 1.86, 1.15, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2755, 1.83, 0.80, 0.45, 3.41, 1.84, 1.32, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2763, 1.58, 0.90, 0.51, 3.61, 1.79, 1.12, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2770, 1.62, 1.04, 0.74, 3.61, 1.79, 1.27, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2777, 1.83, 0.94, 0.48, 3.79, 2.01, 1.16, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2785, 1.87, 0.99, 0.69, 3.68, 2.07, 1.25, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2791, 1.91, 0.79, 0.61, 3.93, 1.74, 1.12, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
2800, 1.79, 0.76, 0.43, 3.32, 1.89, 1.25, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2807, 1.68, 0.80, 0.49, 3.69, 2.02, 1.08, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2813, 1.58, 0.76, 0.46, 3.61, 1.87, 1.18, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
2821, 1.88, 0.93, 0.52, 3.59, 1.77, 1.10, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2828, 1.76, 0.84, 0.47, 3.39, 1.79, 1.15, -0.04, -1.03, 0.03, -0.02, -1.05, 0.03, 
2836, 1.63, 0.90, 0.35, 3.65, 1.93, 0.99, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2843, 1.76, 0.82, 0.66, 3.74, 1.82, 1.08, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2850, 1.80, 0.81, 0.58, 3.48, 1.93, 1.18, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2858, 1.83, 0.97, 0.58, 3.36, 1.91, 1.29, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2864, 1.91, 0.80, 0.53, 3.72, 1.83, 0.86, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2873, 1.80, 0.62, 0.65, 3.21, 1.78, 1.29, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2880, 1.67, 0.93, 0.75, 3.56, 1.82, 1.20, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2886, 1.59, 0.85, 0.68, 3.71, 1.82, 0.73, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2894, 1.73, 0.97, 0.62, 3.54, 1.91, 0.89, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
2901, 1.57, 0.97, 0.46, 3.62, 1.93, 0.81, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2909, 1.82, 0.73, 0.74, 3.17, 1.86, 1.25, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2916, 1.48, 0.79, 0.73, 3.38, 1.97, 1.16, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2923, 1.46, 0.88, 0.47, 3.62, 1.80, 1.13, -0.04, -1.02, 0.03, -0.03, -1.02, 0.04, 
2931, 1.71, 0.95, 0.47, 3.45, 1.79, 1.19, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
2937, 1.37, 0.95, 0.54, 3.85, 1.95, 0.89, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2945, 1.77, 0.85, 0.42, 4.14, 1.84, 0.80, -0.04, -1.04, 0.03, -0.02, -1.03, 0.03, 
2953, 1.52, 0.76, 0.61, 3.49, 1.70, 1.29, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2959, 1.47, 0.78, 0.49, 3.72, 1.78, 1.03, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
2967, 1.65, 1.06, 0.68, 3.84, 1.86, 1.10, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2974, 1.71, 0.76, 0.46, 3.83, 1.90, 1.07, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
2982, 1.85, 0.98, 0.42, 3.19, 1.67, 0.97, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2989, 1.99, 0.82, 0.50, 3.32, 1.86, 1.27, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
2996, 1.74, 1.03, 0.35, 3.65, 1.95, 0.93, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3004, 1.96, 0.88, 0.31, 3.68, 2.08, 1.08, -0.04, -1.03, 0.04, -0.02, -1.03, 0.03, 
3010, 1.95, 0.85, 0.35, 3.26, 1.81, 1.29, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3018, 1.86, 0.95, 0.41, 3.10, 1.71, 1.37, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
3026, 1.84, 0.88, 0.45, 3.66, 2.00, 1.11, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3032, 1.49, 0.95, 0.32, 3.57, 1.74, 0.96, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3040, 1.71, 0.94, 0.63, 3.32, 1.79, 1.41, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
3047, 1.76, 0.99, 0.45, 2.95, 1.73, 1.13, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3055, 1.72, 0.97, 0.45, 3.16, 1.75, 1.06, -0.04, -1.02, 0.03, -0.02, -1.02, 0.04, 
3062, 1.85, 0.93, 0.39, 3.47, 1.71, 1.32, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3068, 1.77, 0.87, 0.41, 3.43, 1.79, 1.01, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3077, 1.50, 0.69, 0.62, 3.52, 1.78, 1.22, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3083, 1.79, 0.76, 0.45, 3.22, 1.95, 1.48, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
3091, 1.51, 1.03, 0.65, 3.93, 1.89, 1.23, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3099, 1.89, 1.15, 0.45, 3.61, 2.00, 1.02, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3105, 1.48, 0.73, 0.61, 3.82, 1.86, 0.87, -0.04, -1.03, 0.03, -0.02, -1.04, 0.03, 
3113, 1.66, 0.65, 0.54, 3.54, 1.94, 1.11, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3119, 1.65, 0.81, 0.41, 3.57, 1.65, 1.15, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3128, 1.75, 0.87, 0.57, 3.45, 1.88, 1.00, -0.04, -1.03, 0.03, -0.02, -1.03, 0.03, 
3135, 1.59, 0.86, 0.63, 3.33, 1.91, 1.10, -0.04, -1.02, 0.03, -0.02, -1.03, 0.03, 
3141, 1.51, 0.86, 0.66, 3.62, 1.84, 1.15, -0.04, -1.03, 0.03, -0.02, -1.03, 0.04, 
3150, 1.74, 0.83, 0.63, 3.44, 1.64, 0.93, -0.04, -1.02, 0.03, -0.02, -1.02, 0.03, 
3156, 1.78, 0.97, 0.67, 3.49, 1.95, 0.96, -0.04, -1.02, 0.03, -0.02, -1.03, 0.04, 
